x,y
1,0.0
2,0.003333333333333336
3,0.0033000000000000026
4,0.009933666666666674
5,0.019834330000000018
6,0.022969320033333355
7,0.03273962683300003
8,0.03907889723133671
9,0.04535477492569002
10,0.048234560509766454
11,0.04775221490466879
12,0.05060802608895544
13,0.0601019458280659
14,0.06616759303645191
15,0.06550591710608739
16,0.07485085793502652
17,0.07410234935567625
18,0.07669465919545283
19,0.08592771260349831
20,0.09173510214413
21,0.0908177511226887
22,0.09324290694479515
23,0.10231047787534721
24,0.10128737309659373
25,0.10694116603229446
26,0.10920508770530486
27,0.10811303682825181
28,0.11036523979330264
29,0.11926158739536961
30,0.12473563818808259
31,0.12348828180620176
32,0.12558673232147308
33,0.12766419833159168
34,0.13305422301494244
35,0.14172368078479303
36,0.14030644397694508
37,0.13890337953717563
38,0.13751434574180388
39,0.14280586895105252
40,0.141377810261542
41,0.1499640321589266
42,0.15179772517067064
43,0.15027974791896392
44,0.15211028377310762
45,0.15058918093537654
46,0.15574995579268947
47,0.16419245623476258
48,0.16255053167241496
49,0.16425835968902414
50,0.1626157760921339
51,0.16098961833121256
52,0.15937972214790044
53,0.16111925825975476
54,0.1661747323438239
55,0.16451298502038567
56,0.17286785517018183
57,0.1778058432851467
58,0.17602778485229523
59,0.17426750700377228
60,0.18252483193373456
61,0.18069958361439722
62,0.1822259211115866
63,0.18040366190047072
64,0.178599625281466
65,0.18014696236198466
66,0.1783454927383648
67,0.17656203781098115
68,0.17812975076620466
69,0.17634845325854262
70,0.18125163539262387
71,0.17943911903869764
72,0.18764472784831066
73,0.18910161390316088
74,0.18721059776412927
75,0.19200515845315466
76,0.19341844020195645
77,0.1914842557999369
78,0.19290274657527084
79,0.19430705244285146
80,0.19236398191842294
81,0.1904403420992387
82,0.19853593867824634
83,0.1998839126247972
84,0.19788507349854922
85,0.19590622276356373
86,0.2039471605359281
87,0.2085743555972355
88,0.20648861204126315
89,0.2044237259208505
90,0.20571282199497531
91,0.20365569377502557
92,0.2016191368372753
93,0.19960294546890256
94,0.19760691601421354
95,0.20229751352073808
96,0.2002745383855307
97,0.19827179300167538
98,0.19628907507165863
99,0.19765951765427536
100,0.2023495891443993
101,0.2003260932529553
102,0.20165616565375907
103,0.20963960399722148
104,0.20754320795724926
105,0.20546777587767676
106,0.2034130981189
107,0.2047123004710443
108,0.20266517746633386
109,0.2006385256916705
110,0.1986321404347538
111,0.20664581903040627
112,0.20791269417343552
113,0.2158335672317012
114,0.21367523155938417
115,0.21153847924379032
116,0.2094230944513524
117,0.20732886350683888
118,0.21192224153843717
119,0.2098030191230528
120,0.2110383222651556
121,0.20892793904250404
122,0.20683865965207898
123,0.20810360638889153
124,0.2060225703250026
125,0.20396234462175256
126,0.2085893878422017
127,0.20983682729711303
128,0.21107179235747522
129,0.20896107443390047
130,0.20687146368956147
131,0.20480274905266585
132,0.20608805489547252
133,0.2040271743465178
134,0.2019869026030526
135,0.19996703357702209
136,0.19796736324125186
137,0.19598768960883933
138,0.19736114604608426
139,0.19872086791895674
140,0.2000669925731005
141,0.1980663226473695
142,0.1960856594208958
143,0.20079146949335352
144,0.20878355479842
145,0.21002905258376914
146,0.20792876205793145
147,0.21584947443735214
148,0.22369097969297863
149,0.23145406989604886
150,0.23913952919708836
151,0.2400814672384508
152,0.24101398589939962
153,0.24193717937373896
154,0.2428511409133349
155,0.24375596283753487
156,0.24465173654249284
157,0.24553855251040124
158,0.24641650031863055
159,0.24728566864877757
160,0.2448128119622898
161,0.24569801717600023
162,0.24657437033757357
163,0.24744195996753116
164,0.2516342070345225
165,0.2524511982975106
166,0.2532600196478689
167,0.2540607527847235
168,0.2548534785902096
169,0.25563827713764087
170,0.26308189436626445
171,0.2637844087559352
172,0.2611465646683758
173,0.26186843235502544
174,0.2625830813648085
175,0.2632905838844938
176,0.2639910113789822
177,0.2646844345985257
178,0.2653709235858738
179,0.2660505476833484
180,0.26672337553984826
181,0.2673894751177831
182,0.2680489136999386
183,0.26536842456293924
184,0.26271474031730985
185,0.2634209262474701
186,0.26412005031832875
187,0.26147884981514546
188,0.258864061316994
189,0.2562754207038241
190,0.2637126664967859
191,0.261075539831818
192,0.25846478443349985
193,0.2592134699224982
194,0.2599546685566066
195,0.2606884552043739
196,0.2614149039856635
197,0.2588007549458069
198,0.25954608072968216
199,0.2602839532557187
200,0.2676811137231615
201,0.2650043025859299
202,0.2623542595600706
203,0.2630640502978032
204,0.26710007646149186
205,0.2710957423635436
206,0.2683847849399082
207,0.2690342704238425
208,0.26967726105293743
209,0.26698048844240807
210,0.264310683557984
211,0.26166757672240415
212,0.25905090095518013
213,0.2564603919456283
214,0.2572291213595054
215,0.2579901634792437
216,0.2587435951777846
217,0.2594894925593401
218,0.2602279309670801
219,0.2609589849907426
220,0.2616827284741685
221,0.2623992345227602
222,0.26310857551086597
223,0.2704774897557573
224,0.26777271485819976
225,0.2684283210429511
226,0.2657440378325216
227,0.2630865974541964
228,0.2604557314796544
229,0.2645178408315245
230,0.26520599575654263
231,0.2625539357989772
232,0.2599283964409874
233,0.2573291124765775
234,0.25475582135181174
235,0.25220826313829364
236,0.24968618050691072
237,0.2571893187018416
238,0.2546174255148232
239,0.2554045845930083
240,0.25618387208041155
241,0.2536220333596074
242,0.26108581302601136
243,0.25847495489575123
244,0.25589020534679374
245,0.2533313032933258
246,0.2607979902603926
247,0.25819001035778866
248,0.25560811025421076
249,0.25305202915166863
250,0.2538548421934853
251,0.2546496271048838
252,0.25210313083383495
253,0.2495820995254966
254,0.24708627853024162
255,0.2446154157449392
256,0.2421692615874898
257,0.2397475689716149
258,0.23735009328189874
259,0.23497659234907975
260,0.23262682642558896
261,0.23696722482799976
262,0.23459755257971976
263,0.23558491038725587
264,0.23656239461671663
265,0.24419677067054948
266,0.24508813629717732
267,0.24263725493420554
268,0.24354421571819682
269,0.24444210689434817
270,0.24866435249207136
271,0.24951104230048396
272,0.2470159318774791
273,0.24454577255870433
274,0.24210031483311728
275,0.2396793116847861
276,0.23728251856793822
277,0.23490969338225884
278,0.23256059644843624
279,0.23023499048395188
280,0.2312659739124457
281,0.23228664750665456
282,0.23329711436492134
283,0.23429747655460545
284,0.23195450178905938
285,0.2296349567711688
286,0.2273386072034571
287,0.23506522113142256
288,0.24271456892010834
289,0.24028742323090727
290,0.24455121566526486
291,0.24543903684194554
292,0.2529846464735261
293,0.25045480000879083
294,0.25128358534203626
295,0.2487707494886159
296,0.24628304199372975
297,0.24715354490712577
298,0.24801534279138784
299,0.2488685226968073
300,0.24971317080317254
301,0.25054937242847414
302,0.2513772120375227
303,0.25219677325048084
304,0.25300813885130935
305,0.25381139079612963
306,0.25460661022150166
