x,y
1,0.0
2,0.003333333333333336
3,0.009966666666666676
4,0.019867000000000017
5,0.019668330000000015
6,0.022804980033333352
7,0.02924359689966669
8,0.038951160930670026
9,0.03856164932136333
10,0.0481760328281497
11,0.05436093916653488
12,0.053817329774869534
13,0.05661248981045417
14,0.0627130315790163
15,0.062085901263226134
16,0.07146504225059389
17,0.07075039182808794
18,0.07004288790980706
19,0.07600912569737565
20,0.07858236777373524
21,0.07779654409599789
22,0.08701857865503791
23,0.0928150595351542
24,0.09188690893980266
25,0.09430137318373796
26,0.09335835945190059
27,0.09242477585738158
28,0.0948338614321411
29,0.09721885615115304
30,0.09958000092297485
31,0.10525086758041177
32,0.11419835890460767
33,0.11305637531556159
34,0.11525914489573931
35,0.11410655344678192
36,0.11963215457898077
37,0.11843583303319097
38,0.1205848080361924
39,0.12271229328916382
40,0.12481850368960552
41,0.13357031865270946
42,0.13890128213284905
43,0.13751226931152055
44,0.14280381328507202
45,0.14804244181888798
46,0.14989535073403243
47,0.15172973056002542
48,0.15354576658775848
49,0.15867697558854757
50,0.1570902058326621
51,0.15551930377433545
52,0.1606307774032588
53,0.16235780296255953
54,0.16073422493293393
55,0.16246021601693791
56,0.16083561385676853
57,0.15922725771820084
58,0.15763498514101884
59,0.15605863528960864
60,0.15449804893671257
61,0.16295306844734544
62,0.16132353776287198
63,0.16637696905190993
64,0.16471319936139084
65,0.16306606736777693
66,0.1647687400274325
67,0.1664543859604915
68,0.16812317543421992
69,0.16644194367987772
70,0.16811085757641225
71,0.16976308233398146
72,0.17139878484397497
73,0.17301813032886854
74,0.17795461569224652
75,0.17950840286865738
76,0.18104665217330412
77,0.17923618565157107
78,0.17744382379505536
79,0.17900271889043812
80,0.18721269170153373
81,0.18867389811785173
82,0.19012049247000654
83,0.18821928754530648
84,0.1963370946698534
85,0.19437372372315487
86,0.19576331981925665
87,0.1938056866210641
88,0.19853429642152012
89,0.19988228679063824
90,0.20121679725606517
91,0.20253796261683785
92,0.20384591632400278
93,0.2051407904940961
94,0.20642271592248845
95,0.20435848876326357
96,0.20564823720896425
97,0.2035917548368746
98,0.2048891706218392
99,0.20617361224895414
100,0.21077854279313127
101,0.21533742403186665
102,0.2165173831248813
103,0.2243522092936325
104,0.2321086872006962
105,0.22978760032868922
106,0.22748972432540232
107,0.2252148270821483
108,0.23296267881132682
109,0.23396638535654687
110,0.2382933881696481
111,0.2425771209546183
112,0.2468180164117388
113,0.24768316958095474
114,0.24520633788514518
115,0.24275427450629372
116,0.24366006509456412
117,0.24122346444361847
118,0.2388112297991823
119,0.24308978416785715
120,0.2439922196595119
121,0.24488563079625011
122,0.24910344115495428
123,0.24994574007673806
124,0.25077961600930404
125,0.24827181984921098
126,0.2491224349840522
127,0.249964543967545
128,0.25079823186120287
129,0.2516235828759242
130,0.2524406803804983
131,0.2532496069100266
132,0.2540504441742597
133,0.2515099397325171
134,0.24899484033519195
135,0.24983822526517335
136,0.24733984301252163
137,0.24819977791572972
138,0.24905111346990574
139,0.24656060233520669
140,0.24742832964518793
141,0.24828737968206938
142,0.249137839218582
143,0.24664646082639619
144,0.24417999621813222
145,0.2417381962559509
146,0.2393208142933914
147,0.23692760615045746
148,0.23455833008895288
149,0.23221274678806336
150,0.22989061932018273
151,0.23092504646031423
152,0.23528246266237776
153,0.23292963803575398
154,0.23060034165539645
155,0.2282943382388425
156,0.22601139485645405
157,0.2237512809078895
158,0.22151376809881063
159,0.21929863041782252
160,0.2171056441136443
161,0.21493458767250787
162,0.2127852417957828
163,0.21732405604449165
164,0.21515081548404674
165,0.21299930732920627
166,0.2108693142559142
167,0.20876062111335505
168,0.2066730149022215
169,0.20460628475319928
170,0.20256022190566728
171,0.2005346196866106
172,0.1985292734897445
173,0.19654398075484705
174,0.19457854094729857
175,0.19263275553782558
176,0.19403976131578066
177,0.19209936370262284
178,0.19017837006559662
179,0.18827658636494066
180,0.18639382050129125
181,0.18452988229627834
182,0.18268458347331556
183,0.1808577376385824
184,0.17904916026219658
185,0.18059200199290795
186,0.17878608197297888
187,0.1769982211532491
188,0.1752282389417166
189,0.18347595655229945
190,0.18497453032010977
191,0.18312478501690868
192,0.18796020383340628
193,0.18608060179507221
194,0.18755312911045482
195,0.18567759781935028
196,0.18382082184115678
197,0.1819826136227452
198,0.1834961208198511
199,0.1849944929449859
200,0.18314454801553604
201,0.184646435868714
202,0.18279997151002686
203,0.18763863846159326
204,0.192428918743644
205,0.19050462955620756
206,0.1985995832606455
207,0.19994692076137238
208,0.20794745155375866
209,0.21586797703822108
210,0.2237092972678389
211,0.23147220429516052
212,0.23915748225220892
213,0.24009924076302017
214,0.23769824835538997
215,0.2386545992051694
216,0.23960138654645102
217,0.23720537268098651
218,0.24149998562084332
219,0.2490849857646349
220,0.25659413590698854
221,0.26402819454791865
222,0.2713879126024395
223,0.2686740334764151
224,0.265987293141651
225,0.26666075354356783
226,0.2673274793414655
227,0.2679875378813842
228,0.2686409958359037
229,0.27262125254421127
230,0.2732283733521025
231,0.2738294229519148
232,0.274424462055729
233,0.2750135507685051
234,0.2755967485941534
235,0.2761741144415452
236,0.2767457066304631
237,0.2773115828974918
238,0.2812051337351835
239,0.27839308239783167
240,0.2789424849071867
241,0.2794863933914482
242,0.2800248627908671
243,0.28055794749629176
244,0.27775236802132885
245,0.27830817767444893
246,0.27552509589770446
247,0.2827698449387274
248,0.2866088131560068
249,0.29040939169111335
250,0.29083863110753555
251,0.2879302447964602
252,0.29171760901516225
253,0.2954670995916773
254,0.29584576192909384
255,0.2995539709764696
256,0.30322509793337155
257,0.30685951362070446
258,0.31045758515116406
259,0.3073530092996524
260,0.31094614587332253
261,0.3078366844145893
262,0.3080916509037767
263,0.3083440677280723
264,0.30859396038412495
265,0.3088413541136171
266,0.3090862739058143
267,0.30599541116675616
268,0.3029354570550886
269,0.29990610248453775
270,0.2969070414596924
271,0.29393797104509545
272,0.2909985913346445
273,0.28808860542129805
274,0.28520771936708506
275,0.2823556421734142
276,0.27953208575168004
277,0.2767367648941632
278,0.27396939724522157
279,0.27122970327276935
280,0.26851740624004167
281,0.26583223217764124
282,0.2631739098558648
283,0.2605421707573062
284,0.2579367490497331
285,0.2553573815592358
286,0.25280380774364347
287,0.250275769666207
288,0.2544396786362116
289,0.2518952818498495
290,0.24937632903135099
291,0.24688256574103748
292,0.24774707341696042
293,0.24526960268279083
294,0.24281690665596292
295,0.2403887375894033
296,0.23798485021350926
297,0.23560500171137416
298,0.2332489516942604
299,0.23091646217731782
300,0.22860729755554463
301,0.22632122457998918
302,0.2340580123341893
303,0.2317174322108474
304,0.2294002578887389
305,0.2271062553098515
306,0.22483519275675298
